post_id,platform,post_timestamp,likes,comments,shares,reach
124e66c1-1faf-4cc8-821b-43364d21bb96,Instagram,2021-09-06 08:41:04,876.0,205.0,104.0,1268.0
66f56c2e-b673-45c7-863d-78b30d3565c8,Facebook,2022-03-04 03:59:17,891.0,271.0,0.0,2664.0
789c8f8c-b2e3-442a-a3da-20502b83ce6f,Instagram,2022-06-09 00:27:23,203.0,178.0,,2404.0
9e2ec254-c509-4603-a2a9-9a52010fd771,Facebook,2022-03-23 06:39:02,,235.0,161.0,2674.0
7f632cb0-f263-40f1-9fff-e5d5147deb72,Twitter,2023-04-09 20:48:26,877.0,,95.0,2795.0
837670b7-d9a8-43ea-8312-8285a401cab4,LinkedIn,2021-11-24 03:43:42,731.0,350.0,194.0,3487.0
7ef52759-bfc3-4cf8-b215-8def3256c157,LinkedIn,2023-02-24 14:39:13,,374.0,17.0,1161.0
b0fd3aa8-0ce0-4f22-878f-d9c4d9839930,Instagram,2023-08-31 07:12:15,820.0,307.0,137.0,2356.0
8657bdfa-b6ee-4123-815d-d54473974c3c,Facebook,2023-04-13 18:26:09,303.0,200.0,128.0,656.0
5008cc75-5c01-44cf-8ad4-d5e255658348,LinkedIn,2024-01-04 07:50:07,513.0,221.0,120.0,4301.0
a650c5e9-1948-4afa-bbbc-abfa9de1728a,LinkedIn,2022-07-27 14:04:26,344.0,97.0,161.0,1615.0
f065ce90-a4fe-4875-9e7f-0b8e6d0ffed5,Instagram,2023-05-25 15:27:32,740.0,227.0,153.0,890.0
b39e8d23-af9a-4736-8f1b-7c4cbe863a99,Instagram,2021-10-03 10:00:37,877.0,4.0,,3159.0
ab443b0a-ebab-4292-8b36-309eeb7be757,Instagram,2024-01-14 01:13:44,,272.0,36.0,807.0
f404b0ad-1dc5-4a50-a8c3-09b9a8bccae6,Twitter,2023-03-10 17:12:09,464.0,428.0,170.0,4703.0
00e380c6-f4cc-4bd1-b0e9-736716b1fe8e,LinkedIn,2022-10-11 03:29:52,652.0,329.0,51.0,2912.0
205c3520-0272-42a6-98d4-168c6113c372,Facebook,2022-02-07 11:12:03,,138.0,172.0,1251.0
7b9eb9e5-90fd-4e1e-bcab-3870695acfe8,Facebook,2024-02-11 22:31:13,14.0,466.0,114.0,3404.0
3dce4289-0113-4e62-8d26-c69bb7eef9ce,Instagram,2021-08-07 09:30:33,294.0,424.0,45.0,2040.0
92792fbe-51e0-4684-8b11-f4715f255536,Facebook,2022-02-20 15:20:30,199.0,,93.0,1012.0
ea655202-f4de-4653-abfe-6481ea76cbd4,LinkedIn,2023-04-06 07:35:37,370.0,,133.0,784.0
c69a0eaa-fa11-4142-b2c8-59cce0622eff,LinkedIn,2022-06-27 16:35:59,,52.0,156.0,1081.0
961566aa-e5a7-41bb-bc2d-edeaee1123ac,Twitter,2022-11-25 01:20:13,812.0,,72.0,3107.0
49bc9b19-a4f6-4a83-b788-14ed8e09af1b,Facebook,2022-04-24 05:02:37,916.0,229.0,85.0,
1568c275-43b4-407c-942f-ea3c3d1e4452,Twitter,2023-03-18 20:25:47,897.0,151.0,,2226.0
011e6868-98c4-4a8e-98a1-1bd6a729c501,Twitter,2022-11-24 01:29:12,0.0,33.0,62.0,786.0
63896c6e-cae6-41bd-bcc2-d23a16a36233,Twitter,2022-07-09 14:08:39,446.0,88.0,,
27e38262-cc91-4f93-9975-3f5743d98335,LinkedIn,2021-08-03 17:37:45,380.0,23.0,81.0,3988.0
647afd39-ebc8-48ed-afeb-af4b2c57c7c8,Twitter,2021-04-10 21:40:05,,373.0,,578.0
cfc7d1a5-b07a-40fe-b338-950b946d5cee,Facebook,2023-09-24 19:38:52,302.0,72.0,106.0,980.0
a0eca87c-d908-478b-99b8-1e98d087675b,Twitter,2021-12-05 00:54:58,585.0,459.0,54.0,4951.0
a1e0a08e-39bf-400d-9727-80659ed48cf9,Facebook,2023-02-08 20:52:13,528.0,463.0,86.0,1828.0
e06d8e0b-77a3-450c-8f01-7a5358a881b4,Instagram,2021-05-22 06:59:43,86.0,219.0,25.0,2601.0
61c45ee0-d2e2-495e-8699-b4540106ed92,Twitter,2022-01-05 21:35:59,997.0,72.0,9.0,1064.0
eaf1a800-5a0d-41ac-b631-846e9a6436a0,Twitter,2022-08-11 18:35:19,145.0,66.0,124.0,2049.0
1570277c-e865-4e31-8842-f6465618b7cf,Instagram,2021-05-31 21:17:10,441.0,314.0,124.0,
5494fb7e-4346-437c-9773-338f874a4f66,Facebook,2023-12-16 17:33:00,326.0,132.0,25.0,
d86d52c9-2d7c-4475-b0cf-d212b5546b41,Twitter,2021-07-02 13:36:08,872.0,111.0,,1586.0
c61e42f1-d06c-4dcb-8cff-4f961ddbea9a,LinkedIn,2024-01-19 03:42:41,440.0,,139.0,3722.0
7a800341-62b1-4038-84ef-650d47f31670,Twitter,2022-02-18 14:19:54,536.0,441.0,193.0,
77d5930a-a35a-4853-a99a-80e6730b9fb6,Instagram,2023-11-18 10:30:05,877.0,403.0,25.0,2734.0
a02f3c3f-873a-4dc6-9c98-c5db865ecee6,Instagram,2023-02-12 12:52:32,371.0,367.0,126.0,
21e63884-db58-4cb1-93d4-9ea65161ba50,LinkedIn,2022-04-19 20:07:42,502.0,497.0,148.0,3905.0
515b4972-4570-4dc6-930c-f18a2a13049c,Facebook,2022-12-30 14:37:15,142.0,414.0,,595.0
535ff1f3-e0df-47c7-a23e-b8629597707e,Instagram,2023-11-28 08:11:32,281.0,,104.0,4528.0
9e65d0ce-e8f3-406c-9be5-bf6415a4505b,Twitter,2023-10-23 02:19:54,659.0,215.0,32.0,3934.0
d710b54b-f13a-4abb-8844-1a489aaf2492,Instagram,2021-03-29 06:42:52,837.0,118.0,147.0,2319.0
d114a6a1-252f-4fd1-b494-9d3a7aa4aa89,Instagram,2021-05-24 05:23:19,341.0,120.0,26.0,3752.0
b8ce0871-c25f-42ae-b4d2-3fbb95da4492,Instagram,2022-11-03 22:45:48,34.0,458.0,5.0,2047.0
0d0f9b4d-126e-4312-97dd-e6faa38a8d31,Facebook,2022-09-10 04:47:42,,8.0,34.0,3433.0
c6cb57a4-30f0-4479-8faa-7c890dfe5b00,Facebook,2022-02-13 04:37:47,582.0,63.0,69.0,2469.0
f8b6c1df-c328-443f-81a0-a854f9d4c4ec,LinkedIn,2022-09-04 22:00:35,74.0,425.0,59.0,3850.0
91924a08-f836-4887-8a33-88c83577a6eb,Instagram,2023-09-15 05:51:01,102.0,339.0,191.0,3820.0
41b17d74-c2fa-4b77-8fe9-4e4417a4756e,Twitter,2022-03-12 20:17:43,154.0,63.0,50.0,4521.0
453d76b9-23e4-4f28-8869-a6a5f96547d0,Twitter,2024-02-10 03:08:28,350.0,232.0,176.0,738.0
97634d9c-a745-4751-af4b-21d88ad7f273,Instagram,2023-04-08 18:27:59,784.0,32.0,127.0,
ea63ee08-c599-4746-b39f-b81bc3298732,Facebook,2021-08-30 08:41:25,230.0,194.0,33.0,2516.0
dc1ba2d8-bab0-424c-9be8-2a9b7711dc41,Twitter,2024-02-07 23:48:20,,428.0,18.0,4313.0
c75ea54f-f00f-4603-ad88-c191dcc8efc2,Facebook,2023-01-12 22:38:48,587.0,171.0,84.0,3293.0
86f3aeb5-f558-4890-9db4-4164720e28da,Facebook,2024-02-19 03:11:08,631.0,219.0,22.0,
da722214-5c34-4cb7-a509-fd33f625bcf6,LinkedIn,2022-07-03 12:41:41,,86.0,82.0,1808.0
3abac300-3e6d-4f3e-ba85-588e42cdfaf9,LinkedIn,2023-09-30 09:09:48,675.0,9.0,82.0,526.0
d4223865-2170-4c37-a0ba-a29d2b5319e4,Facebook,2023-07-07 05:15:02,574.0,,186.0,2551.0
75414d05-0d1e-4da6-8cc5-7b9e543baa23,LinkedIn,2022-05-20 06:43:32,,56.0,12.0,3180.0
7c8dae4b-bc80-41c9-9c23-b263e22c70bc,Facebook,2023-09-16 01:52:09,166.0,472.0,32.0,3069.0
761084f6-e19c-4bbf-8705-7b6d57f742ab,Instagram,2023-08-14 22:53:20,737.0,4.0,3.0,3137.0
a6ef5aed-7450-4cea-b8d2-e136a762028a,LinkedIn,2022-09-20 11:34:56,528.0,79.0,142.0,
7cacbbbf-3371-4338-881b-ce31d9fdd91f,Instagram,2022-02-26 08:08:03,,167.0,75.0,2651.0
88b17684-f7e4-4bb3-963e-2541110f9f66,Twitter,2022-11-15 12:34:41,336.0,398.0,20.0,4789.0
cae45e1c-6971-4909-9ed9-bc40d88b171c,Twitter,2022-05-12 19:41:03,,320.0,114.0,3421.0
a8c349c5-7233-4ddc-b9d5-9e15eddfee8a,Twitter,2024-02-22 06:39:49,720.0,,31.0,1632.0
a6d4f283-9362-4f76-880c-8c8dc9749398,Instagram,2023-11-13 01:16:22,882.0,182.0,121.0,2594.0
e45c23a8-16fa-42d4-92e0-f8881bc91e69,Facebook,2021-05-01 15:08:38,970.0,0.0,185.0,3685.0
bba846f8-e8e4-40d9-9fa8-634242289f14,Twitter,2021-09-07 01:14:42,128.0,34.0,133.0,
f78c04c8-e216-4a2e-be58-7ac19994c2cc,LinkedIn,2023-05-03 00:35:01,944.0,115.0,179.0,1378.0
803fae3b-d23a-4d2d-a15b-129d19b66d6f,Facebook,2021-07-11 18:37:35,755.0,102.0,59.0,1971.0
d4137999-e1a8-47e0-9ec0-b4520b729488,Facebook,2021-12-08 14:40:01,838.0,,135.0,1591.0
7ed2e220-46f3-493f-be19-f0ba1521ed02,Twitter,2024-03-06 15:51:17,,442.0,191.0,4279.0
f630bfa8-f4e4-489c-916a-79ac27919342,Twitter,2023-12-08 12:43:15,810.0,473.0,69.0,3738.0
e0268fe6-d486-4b2f-ad7f-2273ed98b71d,Twitter,2022-12-22 16:22:50,750.0,159.0,100.0,3134.0
aa8a9f01-8dc2-4b47-bebd-b0d094d081a5,Facebook,2022-05-17 15:53:28,196.0,449.0,98.0,1643.0
1b48dc0c-6f41-475d-99f4-80cc3f42383d,Instagram,2021-10-20 22:34:33,,152.0,60.0,3690.0
7ce70a75-1edb-407f-b917-ada84dc2f3ce,Instagram,2023-07-14 12:13:57,365.0,10.0,11.0,
0646fb84-e3da-4c1f-93e5-01e7931a205a,LinkedIn,2023-09-25 07:48:45,609.0,477.0,,1684.0
0067c1a2-eea2-4389-a565-2d50c8c61bb5,Instagram,2023-11-29 01:46:18,139.0,168.0,81.0,4074.0
64a02c3c-c0ed-4b2d-83e7-8c0dcb295023,Facebook,2022-11-26 19:29:09,103.0,299.0,125.0,2389.0
d5689b61-ca33-4a30-a2a0-1f7a80faa1a1,Facebook,2023-09-21 01:45:26,,338.0,21.0,1889.0
1ad2e51f-a87f-40bb-952b-10208ea2df2d,LinkedIn,2023-02-24 19:55:50,808.0,121.0,56.0,2904.0
83b8a284-2404-449b-b66f-e320a408cdf8,LinkedIn,2023-12-04 16:40:08,920.0,143.0,139.0,
503d6b33-5efc-415c-900d-04330e6d83b0,Twitter,2022-07-17 00:10:05,,126.0,,1664.0
ce9e75ed-783a-49ca-b83a-c21ac1112307,Facebook,2022-10-23 02:46:15,308.0,,14.0,3120.0
854dcd1e-e09c-4683-ba10-bd231140fff9,Facebook,2021-07-29 16:32:27,695.0,326.0,69.0,1024.0
a67e9ded-6f65-4891-8b30-f8e41f3019a2,Facebook,2023-02-18 23:59:43,915.0,255.0,8.0,
c97d5e26-cf7c-47f7-a851-b8c780309826,Twitter,2021-10-15 10:51:04,122.0,,153.0,1782.0
a7d40196-8590-4790-8105-9254a2ec017f,LinkedIn,2022-12-23 15:43:08,576.0,232.0,197.0,3742.0
5f766f01-3db5-4727-bcdf-613ee25bc1d6,Instagram,2021-07-17 04:03:05,427.0,414.0,121.0,
c9e82878-96aa-4d24-a17f-1a724259f584,Instagram,2021-05-12 10:35:52,93.0,,86.0,1758.0
0bdca731-8d02-4462-adeb-75e2432d109d,Twitter,2021-12-04 02:51:26,604.0,409.0,200.0,1343.0
6c3757ed-fefe-48ad-b8f8-53f0c7d4a1ac,Twitter,2023-11-17 17:52:34,400.0,351.0,,3451.0
69f491e0-9470-44a4-9b2b-c96870a04638,Facebook,2021-03-27 12:40:27,786.0,285.0,106.0,3012.0
64a591f9-8914-49fb-8d27-6496ade76e73,Facebook,2022-11-04 23:58:05,333.0,155.0,153.0,1046.0
54767b78-8f53-4a61-a784-5a860a342842,Instagram,2022-04-13 05:39:35,613.0,363.0,51.0,4160.0
578e1c80-777c-4631-8c3e-1cb285f06766,Twitter,2022-04-12 18:00:53,469.0,444.0,24.0,715.0
1d20f111-7ba2-426f-869b-13099669087e,Twitter,2023-12-21 07:23:07,454.0,,155.0,990.0
80a7927b-ff6f-4f69-a8f1-bfef35452a08,Facebook,2023-02-17 23:01:25,,177.0,11.0,3198.0
e9f14a4c-1503-4e7f-88b9-39e41389e69f,Twitter,2022-05-26 23:59:58,53.0,169.0,115.0,
dc6b1692-0bd5-4d2b-adc4-ceb105decf8e,Twitter,2022-01-19 21:19:21,,236.0,28.0,2671.0
3685a5f0-184e-4c2c-b985-65a82390eb82,Twitter,2021-12-31 21:04:31,569.0,100.0,108.0,526.0
f8d96fd4-c5c6-45f0-8b58-c585140d8841,LinkedIn,2023-04-03 16:01:21,819.0,453.0,152.0,1124.0
5acdc337-fbe6-4710-8a98-7854fa3b844e,Instagram,2024-03-01 08:44:15,375.0,271.0,94.0,4475.0
3e51ffa9-6744-493b-9fc5-e19c4a5002cb,Instagram,2023-04-19 05:36:20,893.0,142.0,87.0,1303.0
32033680-ed34-4578-a2f3-eec13bb1da17,Twitter,2022-04-07 08:03:35,215.0,145.0,37.0,2177.0
4e94c5f4-3474-4127-ae22-4abee0a7bd9d,Facebook,2021-10-11 20:14:06,370.0,148.0,161.0,4628.0
baab2720-7ffd-402e-9639-77662ec40a02,Facebook,2021-06-22 20:42:34,595.0,314.0,191.0,
22122de5-a4d7-481a-876d-c6c6da088812,Twitter,2021-06-09 10:43:25,702.0,294.0,35.0,3616.0
443efbd2-c8f0-42d0-867f-d0bff6ac4fb2,Twitter,2022-06-18 02:50:26,900.0,110.0,72.0,
fa47d473-0ff1-4f80-9ee1-1493b500fa55,Instagram,2022-05-10 20:38:58,21.0,498.0,,3219.0
0846766f-318e-474e-b8a8-aad365e0bcfe,Twitter,2021-03-23 03:59:38,395.0,388.0,,1543.0
9d213eaa-8228-4b57-bdc7-db64e3295163,Facebook,2022-03-23 06:16:21,923.0,354.0,108.0,1990.0
bf5f5a98-da85-4379-83d3-60b86ba6ed51,Twitter,2023-05-26 08:10:25,856.0,243.0,98.0,4692.0
11d0b5bf-8f63-49fa-aa16-96f9d3ea991f,Twitter,2021-12-14 09:22:31,108.0,133.0,59.0,4358.0
2ba3c25a-af5c-4543-a5c8-f402f8b10f6c,Facebook,2023-04-14 22:14:36,772.0,403.0,41.0,1186.0
412a20a6-cacf-4419-8f90-a5f5775fc777,Twitter,2024-01-21 03:00:25,477.0,336.0,153.0,3535.0
ac6ff5aa-8691-4c42-a6df-8eaf49a2afac,Facebook,2022-04-16 01:34:45,172.0,90.0,24.0,1692.0
5fb9da1c-b20f-4d98-87a6-d8c9fd3eb6c0,Twitter,2022-10-08 00:45:11,,393.0,78.0,4982.0
8d48e287-2312-44b1-937d-e6e297e6f529,LinkedIn,2023-09-16 07:19:33,495.0,56.0,83.0,4104.0
8510cf44-3a7e-4d4b-8c2f-16d4f593b82e,Instagram,2023-11-21 20:01:24,725.0,377.0,22.0,2507.0
edbdbaab-bd6f-45e5-967f-69ad0297a20a,Facebook,2021-12-05 09:54:09,734.0,435.0,112.0,2972.0
1b6f4751-83f4-42e9-89e2-569fb36535ca,Instagram,2023-04-14 15:17:52,231.0,72.0,186.0,4844.0
d59a5b22-e976-4b58-a748-bcaeee446213,Instagram,2023-05-28 03:37:10,382.0,252.0,97.0,1033.0
6b5b6eee-e099-4c7a-be86-089e1f19c814,Instagram,2024-01-07 11:26:34,676.0,0.0,114.0,3576.0
c1a0ae83-a239-42fd-9c5e-c03ebedd6b3c,LinkedIn,2021-06-23 22:46:01,736.0,333.0,191.0,2493.0
75696c11-d484-4473-b1e5-e10f6bebccb9,LinkedIn,2021-04-19 01:14:21,237.0,45.0,16.0,4489.0
2436655a-fd41-4892-a556-e4cdb9e8c2da,Facebook,2022-03-18 01:16:57,346.0,118.0,52.0,2025.0
0af30113-9514-4a31-a44f-a2a6880718d4,Twitter,2023-04-14 15:12:55,849.0,39.0,178.0,3633.0
f42a3789-f440-48bd-be64-df8a08be5a2a,LinkedIn,2022-01-25 05:06:12,194.0,269.0,27.0,3907.0
fa0d23a6-104f-44e6-ba0e-f1684b3916bc,Instagram,2021-08-12 00:10:52,813.0,421.0,,3976.0
0fc7a6ad-f9ce-4a40-9c6c-0973c9010402,Instagram,2022-12-16 21:31:33,953.0,,52.0,
79752efe-a783-427c-b25d-e1150d0dee44,Facebook,2023-07-02 06:34:18,228.0,102.0,68.0,3275.0
9e7edec4-ee43-4055-9664-d908d30f1c50,Twitter,2021-03-16 00:41:00,353.0,124.0,7.0,2297.0
0b735931-ae23-4ce1-9d8a-622fc7273b05,Twitter,2023-05-09 00:00:51,,369.0,45.0,2698.0
7e739b62-8156-4eab-961e-89c1b68a4889,Facebook,2021-08-30 07:02:24,523.0,431.0,98.0,3244.0
a1894197-ee96-4f2f-929d-2aca8f521d8d,LinkedIn,2023-06-16 08:37:28,602.0,264.0,62.0,
0c1a646f-3188-47f9-86c4-577739345d6e,LinkedIn,2021-12-23 17:16:01,7.0,445.0,46.0,1005.0
0125d75f-d5cf-40a1-833e-774ee27559de,LinkedIn,2021-12-07 21:09:38,,42.0,151.0,2402.0
5d0558e8-85f3-4665-a518-b7105e0f7662,Instagram,2022-10-31 20:38:59,,288.0,83.0,767.0
c1b85e1a-bc3c-4931-8ead-b8fe20cbef90,LinkedIn,2023-09-24 09:34:10,832.0,,,1202.0
77e3491d-4192-413e-adad-28befa3aa7f5,LinkedIn,2022-04-06 14:23:49,727.0,319.0,28.0,4117.0
368ccc18-0a49-46a4-90a0-db04bc1b441d,Facebook,2021-09-29 18:11:04,331.0,321.0,1.0,
e20cdb61-4933-44a9-ace4-f59b49891806,LinkedIn,2022-11-06 13:23:49,261.0,230.0,11.0,1872.0
24e15f5d-deb2-42f9-b845-ad0e99484340,Twitter,2023-05-26 19:10:25,68.0,298.0,182.0,3562.0
021c8d71-e1db-42ce-b1af-7115c5bffa6a,Instagram,2021-04-09 20:27:41,971.0,489.0,9.0,3862.0
7c793ab9-5163-44c1-80bc-bd02bc7b8f66,Twitter,2022-10-23 17:42:00,,422.0,18.0,830.0
d18925b0-838f-49fd-a3b0-a3c9a8aba6a8,Instagram,2022-07-28 22:23:11,716.0,470.0,119.0,2889.0
eef867a8-68e7-4bcf-ab04-29decdec6abd,LinkedIn,2022-09-29 00:19:20,574.0,142.0,11.0,
d1caaf47-ada6-4ff5-9cd9-b7e848af7df3,Twitter,2023-06-25 12:18:45,78.0,78.0,108.0,4815.0
f8242283-2095-447c-9683-4a22340d20d2,LinkedIn,2023-09-12 01:23:07,928.0,409.0,79.0,
972ba84a-9ab8-4cb2-909d-b170499a7e7d,LinkedIn,2021-05-14 05:24:55,,168.0,198.0,2159.0
a2eac9d9-5fb8-4d28-a90e-2824e1677cef,LinkedIn,2021-10-06 07:16:05,648.0,303.0,88.0,2439.0
ca31d896-1425-400c-8f51-afd746680df8,LinkedIn,2021-12-27 14:14:10,407.0,195.0,122.0,
fd839329-993f-4902-864e-96d0827fd7c2,Facebook,2021-08-21 22:18:38,227.0,244.0,,3482.0
b004b494-807e-4c69-846b-1e8ef013b6e7,Instagram,2022-05-11 02:08:51,877.0,410.0,112.0,3226.0
